"Name","Realm","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Effect","Character","Soul Break","Legend Materia","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL","Season","Group","Random Passive Effects"
"Gabranth's Hauberk","XII","Heavy Armor","","","5","20","17","132","0","91","0","0","105","Dark resistance (minor)","Gabranth","Enrage","","5","20","10","102","","74","","","105","7","30","20","147","","99","","","105","22054055","✓","","",""
"Bone Mail","XII","Heavy Armor","","","5","20","17","146","0","99","0","0","105","Dark resistance (minor)","Reks","","Youngest Knight","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054077","✓","","",""
"Chainmail","XII","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Gabranth","Darksteel Wrath","","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054100","✓","","",""
"Drachen Mail","XIV","Heavy Armor","","","5","20","17","145","0","98","0","0","105","","Estinien","The Azure Dragoon","","5","20","10","115","","81","","","105","7","30","20","160","","106","","","105","22054087","✓","","",""
"Fortemps Haubergeon","XIV","Heavy Armor","","","5","20","17","145","0","98","0","0","105","","Haurchefant","","Vows Unbroken","5","20","10","115","","81","","","105","7","30","20","160","","106","","","105","22054086","✓","","",""
"Shire Custodian's Armor","XIV","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Haurchefant","","Smile of a Hero","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054121","✓","","",""
"Dragon Mail","XV","Heavy Armor","","","5","20","17","143","0","97","0","0","105","","Aranea","Aerial Spearouette","","5","20","10","113","","80","","","105","7","30","20","158","","105","","","105","22054078","✓","","",""
"Grand Armor","FFT","Heavy Armor","","","5","20","0","129","0","89","0","0","105","","Ramza","Tailwind","","5","20","","99","","72","","","105","7","30","","144","","97","","","105","22054053","✓","","",""
"Maximillian","FFT","Heavy Armor","","","5","20","17","133","0","91","0","0","105","","Delita","Counter Tackle","","5","20","10","103","","74","","","105","7","30","20","148","","99","","","105","22054058","✓","","",""
"Gaffgarion's Shell","FFT","Heavy Armor","","","5","20","17","138","0","94","0","0","105","Dark resistance (minor)","Gaffgarion","Duskblade","","5","20","10","108","","77","","","105","7","30","20","153","","102","","","105","22054065","✓","","",""
"Linen Cuirass","FFT","Heavy Armor","","","5","20","17","143","0","98","0","0","105","","Marche","Knight Combo","","5","20","10","113","","81","","","105","7","30","20","158","","106","","","105","22054081","✓","","",""
"Platinum Armor","FFT","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Ramza","","Ambitious Knight","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054071","✓","","",""
"Mercenary Ramza's Guise","FFT","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Ramza","Mettle","","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054106","✓","","",""
"Carabineer Mail","FFT","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Agrias","","Princess's Shield","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054094","✓","","",""
"Knight's Armor","I","Heavy Armor","","","4","15","0","80","0","30","0","0","102","","","","","4","15","","53","","18","","","102","6","25","","99","","37","","","102","22054021","✓","","",""
"Crystal Armor","V","Heavy Armor","","","4","15","0","81","0","34","0","0","102","","","","","4","15","","52","","22","","","102","6","25","","101","","42","","","102","22054014","✓","","",""
"Diamond Armor","VI","Heavy Armor","","","4","15","0","77","0","33","0","0","102","","","","","4","15","","50","","21","","","102","6","25","","96","","40","","","102","22054016","✓","","",""
"Knight Armor","III","Heavy Armor","","","3","10","0","43","0","19","0","0","99","","","","","3","10","","25","","11","","","99","5","20","","61","","26","","","99","22054008","✓","","",""
"Demon Mail","III","Heavy Armor","","","3","10","0","42","0","18","0","0","99","","","","","3","10","","25","","11","","","99","5","20","","59","","25","","","99","22054009","✓","","",""
"Flame Mail","IV","Heavy Armor","","","3","10","0","41","0","17","0","0","99","Ice resistance (moderate), weakness to Fire","","","","3","10","","24","","10","","","99","5","20","","58","","24","","","99","22054012","✓","","",""
"Ice Armor","IV","Heavy Armor","","","3","10","0","41","0","17","0","0","99","Fire resistance (moderate), weakness to Ice","","","","3","10","","24","","10","","","99","5","20","","58","","24","","","99","22054013","✓","","",""
"Golden Armor","VI","Heavy Armor","","","3","10","0","45","0","19","0","0","99","","","","","3","10","","27","","11","","","99","5","20","","63","","26","","","99","22054010","✓","","",""
"Mythril Vest","VI","Heavy Armor","","","3","10","0","41","0","17","0","0","99","","","","","3","10","","24","","10","","","99","5","20","","58","","24","","","99","22054017","✓","","",""
"Mythril Mail","VI","Heavy Armor","","","3","10","0","42","0","18","0","0","99","","","","","3","10","","25","","11","","","99","5","20","","59","","25","","","99","22054018","✓","","",""
"Iron Armor","IV","Heavy Armor","","","2","5","0","24","0","10","0","0","96","","","","","2","5","","15","","6","","","96","4","15","","44","","18","","","96","22054004","✓","","",""
"Mythril Armor","IV","Heavy Armor","","","2","5","0","23","0","10","0","0","96","","","","","2","5","","15","","6","","","96","4","15","","43","","18","","","96","22054007","✓","","",""
"Bone Mail","V","Heavy Armor","","","2","5","0","22","0","10","0","0","96","","","","","2","5","","13","","6","","","96","4","15","","42","","18","","","96","22054005","✓","","",""
"Galbadian Armor","VIII","Heavy Armor","","","2","5","0","24","0","10","0","0","96","","","","","2","5","","15","","6","","","96","4","15","","44","","18","","","96","22054022","✓","","",""
"Leather Armor","III","Heavy Armor","","","1","3","0","10","0","4","0","0","93","","","","","1","3","","5","","2","","","93","3","10","","25","","11","","","93","22054002","✓","","",""
"Bronze Armor","V","Heavy Armor","","","1","3","0","11","0","5","0","0","93","","","","","1","3","","6","","3","","","93","3","10","","28","","12","","","93","22054001","✓","","",""
"Leather Armor","VI","Heavy Armor","","","1","3","0","10","0","4","0","0","93","","","","","1","3","","5","","2","","","93","3","10","","26","","11","","","93","22054003","✓","","",""
"Wizard's Robe","I","Robe","","","7","30","0","141","21","215","21","0","105","Fire damage +20%","Matoya","Witching Panacea","","7","30","","101","10","164","10","","105","9","40","","154","24","232","24","","105","22055148","","","",""
"Bountiful Vestment","IV","Robe","","","7","30","0","142","0","216","21","0","105","","Porom","Sync Renew","","7","30","","102","","165","10","","105","9","40","","155","","233","24","","105","22055138","✓","","",""
"Sage's Mantle","IV","Robe","","","7","30","0","141","21","215","0","0","105","Ice damage +20%","Palom","Twincast: Double Meteor","","7","30","","101","10","164","","","105","9","40","","154","24","232","","","105","22055137","","","",""
"Wizard's Robes","IX","Robe","","","7","30","0","141","21","215","0","0","105","Ice damage +20%","Vivi","Freezing Stormhammer","","7","30","","101","10","164","","","105","9","40","","154","24","232","","","105","22055127","","","",""
"Hermit's Robes","IX","Robe","","","6","25","0","122","19","184","0","0","105","Fire damage +20%","Vivi","Athlete Queen","","6","25","","90","10","144","","","105","8","35","","134","22","200","","","105","22055121","","","",""
"Scion Sorceress's Robe","XIV","Robe","","","7","30","0","141","21","215","21","0","105","Fire damage +20%","Y'shtola","Scion's Flare","","7","30","","101","10","164","10","","105","9","40","","154","24","232","24","","105","22055141","✓","","",""
"Sage's Robe","FFT","Robe","","","7","30","0","142","0","216","21","0","105","","Ovelia","Royal Grace","","7","30","","102","","165","10","","105","9","40","","155","","233","24","","105","22055078","","","",""
"Shepherd's Bolero","Core","Robe","","","6","25","0","122","19","186","19","0","105","","Dr. Mog","Royal Resourcefulness","","6","25","","90","10","146","10","","105","8","35","","134","22","202","22","","105","22055143","✓","","",""
"Gaia Gear","I","Robe","","","6","25","0","122","19","184","19","0","105","Petrify immunity (minor)","Matoya","Crystal Power","","6","25","","90","10","144","10","","105","8","35","","134","22","200","22","","105","22055070","✓","","",""
"Matoya's Robe","I","Robe","","","6","25","0","122","19","184","19","0","105","Fire damage +20%","Matoya","Crystal Burst","","6","25","","90","10","144","10","","105","8","35","","134","22","200","22","","105","22055089","✓","","",""
"Witch's Origin","I","Robe","","","6","25","0","122","19","186","0","0","105","","Meia","True Lux","","6","25","","90","10","146","","","105","8","35","","134","22","202","","","105","22055115","✓","","",""
"Light Robe","II","Robe","","","6","25","0","122","0","184","19","0","105","Holy damage +20%","Minwu","Light of Mysidia","","6","25","","90","","144","10","","105","8","35","","134","","200","22","","105","22055083","✓","","",""
"Gaia Gear","II","Robe","","","6","25","0","122","19","184","0","0","105","Earth damage +20%","Maria","Meteor Shower LXIV","","6","25","","90","10","144","","","105","8","35","","134","22","200","","","105","22055095","✓","","",""
"Black Robes","II","Robe","","","6","25","0","122","19","184","0","0","105","Earth damage +20%","Emperor","Nihilistic Glamour","","6","25","","90","10","144","","","105","8","35","","134","22","200","","","105","22055052","✓","","",""
"Maduin Gear","II","Robe","","","6","25","0","122","0","186","19","0","105","","Minwu","Holy Raiment (Minwu)","","6","25","","90","","146","10","","105","8","35","","134","","202","22","","105","22055126","✓","","",""
"Nimbus Robes","II","Robe","","","6","25","0","122","0","186","19","0","105","","Emperor","Hellish Gale","","6","25","","90","10","146","","","105","8","35","","134","22","202","","","105","22055145","✓","","",""
"Illusionist's Robe","III","Robe","","","6","25","0","122","19","184","0","0","105","Holy damage +20%","Arc","Divine Wave","","6","25","","90","10","144","10","","105","8","35","","134","22","200","22","","105","22055096","✓","","",""
"Luminous Robe","III","Robe","","","6","25","0","122","0","186","19","0","105","","Aria","One More Light","","6","25","","90","","146","10","","105","8","35","","134","","202","22","","105","22055134","","","",""
"Professor's Robe","IV","Robe","","","6","25","0","122","19","186","0","0","105","","Tellah","Sage's Resolve","","6","25","","90","10","146","","","105","8","35","","134","22","202","","","105","22055082","✓","","",""
"Angel Robe","IV","Robe","","","6","25","0","122","0","186","19","0","105","","Porom","White Magic Waypoint","","6","25","","90","","146","10","","105","8","35","","134","","202","22","","105","22055110","✓","","",""
"Druid's Robes","IV","Robe","","","6","25","0","122","19","186","0","0","105","","Tellah","Sage's Stone Ward","","6","25","","90","10","146","","","105","8","35","","134","22","202","","","105","22055120","✓","","",""
"Hermit's Robes","IV","Robe","","","6","25","0","122","19","184","19","0","105","Holy damage +20%","Fusoya","Supersault Magic","","6","25","","90","10","144","10","","105","8","35","","134","22","200","22","","105","22055124","✓","","",""
"Rainbow Robes","IV","Robe","","","6","25","0","122","19","186","0","0","105","","Rydia","Mist Wall","","6","25","","90","10","146","","","105","8","35","","134","22","202","","","105","22055053","✓","","",""
"Exorcist's Gown","IV","Robe","","","6","25","0","122","19","184","19","0","105","Water damage +20%","Rydia","Water Raiment (Rydia)","","6","25","","90","10","144","10","","105","8","35","","134","22","200","22","","105","22055144","✓","","",""
"Tellah's Robes","IV","Robe","","","6","25","0","122","19","186","0","0","105","Earth damage +20%","Tellah","Grand Astron","","6","25","","90","10","146","","","105","8","35","","134","22","202","","","105","22055123","","","",""
"Robe of Lords","V","Robe","","","6","25","0","122","0","186","19","0","105","","Lenna","Spreading One's Wings","","6","25","","90","","146","10","","105","8","35","","134","","202","22","","105","22055067","✓","","",""
"Professor's Robe","VI","Robe","","","6","25","0","122","19","186","0","0","105","","Strago","Blue Field","","6","25","","90","10","146","","","105","8","35","","134","22","202","","","105","22055088","✓","","",""
"Sage's Robe","VI","Robe","","","6","25","0","122","19","184","0","0","105","Water damage +20%","Strago","Tidal Master","","6","25","","90","10","144","","","105","8","35","","134","22","200","","","105","22055103","✓","","",""
"Black Robe","VI","Robe","","","6","25","0","122","19","186","0","0","105","","Gogo (VI)","","Hastening (Gogo (VI))","6","25","","90","10","146","","","105","8","35","","134","22","202","","","105","22055104","✓","","",""
