"ID","Common Name","Effects","Default Duration","MND Modifier","Exclusive Status"
"7242","Attach Wind 2 with Stacking","Increase Attach Wind Level by 2 and increase Max Attach Element Level by 2, up to Attach Wind 3","25","-","All other ""Attach X"" statuses"
"7250","Attach Water with Stacking","Increase Attach Water Level by 1 and increase Max Attach Element Level by 2, up to Attach Water 3","25","-","All other ""Attach X"" statuses"
"7251","Attach Water 3 with Stacking","Increase Attach Water Level by 3 and increase Max Attach Element Level by 2, up to Attach Water 3","25","-","All other ""Attach X"" statuses"
"7252","Attach Water 2 with Stacking","Increase Attach Water Level by 2 and increase Max Attach Element Level by 2, up to Attach Water 3","25","-","All other ""Attach X"" statuses"
"7260","Attach Holy with Stacking","Increase Attach Holy Level by 1 and increase Max Attach Element Level by 2, up to Attach Holy 3","25","-","All other ""Attach X"" statuses"
"7261","Attach Holy 3 with Stacking","Increase Attach Holy Level by 3 and increase Max Attach Element Level by 2, up to Attach Holy 3","25","-","All other ""Attach X"" statuses"
"7262","Attach Holy 2 with Stacking","Increase Attach Holy Level by 2 and increase Max Attach Element Level by 2, up to Attach Holy 3","25","-","All other ""Attach X"" statuses"
"7270","Attach Dark with Stacking","Increase Attach Dark Level by 1 and increase Max Attach Element Level by 2, up to Attach Dark 3","25","-","All other ""Attach X"" statuses"
"7271","Attach Dark 3 with Stacking","Increase Attach Dark Level by 3 and increase Max Attach Element Level by 2, up to Attach Dark 3","25","-","All other ""Attach X"" statuses"
"7272","Attach Dark 2 with Stacking","Increase Attach Dark Level by 2 and increase Max Attach Element Level by 2, up to Attach Dark 3","25","-","All other ""Attach X"" statuses"
"7280","Attach Poison with Stacking","Increase Attach Poison Level by 1 and increase Max Attach Element Level by 2, up to Attach Poison 3","25","-","All other ""Attach X"" statuses"
"7281","Attach Poison 3 with Stacking","Increase Attach Poison Level by 3 and increase Max Attach Element Level by 2, up to Attach Poison 3","25","-","All other ""Attach X"" statuses"
"7282","Attach Poison 2 with Stacking","Increase Attach Poison Level by 2 and increase Max Attach Element Level by 2, up to Attach Poison 3","25","-","All other ""Attach X"" statuses"
"8001","Buff Fire 10% (15s)","Increases Fire damage dealt by 10%, cumulable","15","-","-"
"8002","Buff Ice 10% (15s)","Increases Ice damage dealt by 10%, cumulable","15","-","-"
"8003","Buff Lightning 10% (15s)","Increases Lightning damage dealt by 10%, cumulable","15","-","-"
"8004","Buff Earth 10% (15s)","Increases Earth damage dealt by 10%, cumulable","15","-","-"
"8005","Buff Wind 10% (15s)","Increases Wind damage dealt by 10%, cumulable","15","-","-"
"8006","Buff Water 10% (15s)","Increases Water damage dealt by 10%, cumulable","15","-","-"
"8007","Buff Holy 10% (15s)","Increases Holy damage dealt by 10%, cumulable","15","-","-"
"8008","Buff Dark 10% (15s)","Increases Dark damage dealt by 10%, cumulable","15","-","-"
"8009","Debuff Fire 20% (15s)","Reduces Fire damage dealt by 20%, cumulable","15","-","-"
"801","Attach Lightning","Replaces Attack command, increases Lightning damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Lightning resistance +20%","25","-","-"
"8010","Debuff Ice 20% (15s)","Reduces Ice damage dealt by 20%, cumulable","15","-","-"
"8011","Debuff Lightning 20% (15s)","Reduces Lightning damage dealt by 20%, cumulable","15","-","-"
"8012","Debuff Earth 20% (15s)","Reduces Earth damage dealt by 20%, cumulable","15","-","-"
"8013","Debuff Wind 20% (15s)","Reduces Wind damage dealt by 20%, cumulable","15","-","-"
"8014","Debuff Water 20% (15s)","Reduces Water damage dealt by 20%, cumulable","15","-","-"
"8015","Debuff Holy 20% (15s)","Reduces Holy damage dealt by 20%, cumulable","15","-","-"
"8016","Debuff Dark 20% (15s)","Reduces Dark damage dealt by 20%, cumulable","15","-","-"
"8017","Buff Fire 20% (15s)","Increases Fire damage dealt by 20%, cumulable","15","-","-"
"8018","Buff Ice 20% (15s)","Increases Ice damage dealt by 20%, cumulable","15","-","-"
"8019","Buff Lightning 20% (15s)","Increases Lightning damage dealt by 20%, cumulable","15","-","-"
"8020","Buff Earth 20% (15s)","Increases Earth damage dealt by 20%, cumulable","15","-","-"
"8021","Buff Wind 20% (15s)","Increases Wind damage dealt by 20%, cumulable","15","-","-"
"8022","Buff Water 20% (15s)","Increases Water damage dealt by 20%, cumulable","15","-","-"
"8023","Buff Holy 20% (15s)","Increases Holy damage dealt by 20%, cumulable","15","-","-"
"8024","Buff Dark 20% (15s)","Increases Dark damage dealt by 20%, cumulable","15","-","-"
"8025","Debuff Fire 10% (15s)","Reduces Fire damage dealt by 10%, cumulable","15","-","-"
"8026","Debuff Ice 10% (15s)","Reduces Ice damage dealt by 10%, cumulable","15","-","-"
"8027","Debuff Lightning 10% (15s)","Reduces Lightning damage dealt by 10%, cumulable","15","-","-"
"8028","Debuff Earth 10% (15s)","Reduces Earth damage dealt by 10%, cumulable","15","-","-"
"8029","Debuff Wind 10% (15s)","Reduces Wind damage dealt by 10%, cumulable","15","-","-"
"8030","Debuff Water 10% (15s)","Reduces Water damage dealt by 10%, cumulable","15","-","-"
"8031","Debuff Holy 10% (15s)","Reduces Holy damage dealt by 10%, cumulable","15","-","-"
"8032","Debuff Dark 10% (15s)","Reduces Dark damage dealt by 10%, cumulable","15","-","-"
"8033","Buff Poison 10% (15s)","Increases Poison damage dealt by 10%, cumulable","15","-","-"
"8034","Buff Poison 20% (15s)","Increases Poison damage dealt by 20%, cumulable","15","-","-"
"8035","Debuff Poison 10% (15s)","Reduces Poison damage dealt by 10%, cumulable","15","-","-"
"8036","Debuff Poison 20% (15s)","Reduces Poison damage dealt by 20%, cumulable","15","-","-"
"804","Attach Fire","Replaces Attack command, increases Fire damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Fire resistance +20%","25","-","All other ""Attach X"" statuses"
"8051","Buff Fire 20% (15s)","Increases Fire damage dealt by 20%, cumulable","15","-","All other ""Buff Fire"" and  ""Debuff Fire"" status"
"8052","Buff Fire 30% (15s)","Increases Fire damage dealt by 30%, cumulable","15","-","-"
"8053","Buff Ice 30% (15s)","Increases Ice damage dealt by 30%, cumulable","15","-","-"
"8054","Buff Lightning 30% (15s)","Increases Lightning damage dealt by 30%, cumulable","15","-","-"
"8055","Buff Earth 30% (15s)","Increases Earth damage dealt by 30%, cumulable","15","-","-"
"8056","Buff Wind 30% (15s)","Increases Wind damage dealt by 30%, cumulable","15","-","-"
"8057","Buff Water 30% (15s)","Increases Water damage dealt by 30%, cumulable","15","-","-"
"8058","Buff Holy 30% (15s)","Increases Holy damage dealt by 30%, cumulable","15","-","-"
"8059","Buff Dark 30% (15s)","Increases Dark damage dealt by 30%, cumulable","15","-","-"
"8060","Buff Poison 30% (15s)","Increases Poison damage dealt by 30%, cumulable","15","-","-"
"8061","Debuff Fire 30% (15s)","Reduces Fire damage dealt by 30%, cumulable","15","-","-"
"8062","Debuff Ice 30% (15s)","Reduces Ice damage dealt by 30%, cumulable","15","-","-"
"8063","Debuff Lightning 30% (15s)","Reduces Lightning damage dealt by 30%, cumulable","15","-","-"
"8064","Debuff Earth 30% (15s)","Reduces Earth damage dealt by 30%, cumulable","15","-","-"
"8065","Debuff Wind 30% (15s)","Reduces Wind damage dealt by 30%, cumulable","15","-","-"
"8066","Debuff Water 30% (15s)","Reduces Water damage dealt by 30%, cumulable","15","-","-"
"8067","Debuff Holy 30% (15s)","Reduces Holy damage dealt by 30%, cumulable","15","-","-"
"8068","Debuff Dark 30% (15s)","Reduces Dark damage dealt by 30%, cumulable","15","-","-"
"8069","Debuff Poison 30% (15s)","Increases Poison damage dealt by 30%, cumulable","15","-","-"
"8070","Buff Fire 40% (15s)","Increases Fire damage dealt by 40%, cumulable","15","-","-"
"807","Attach Wind","Replaces Attack command, increases Wind damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Wind resistance +20%","25","-","All other ""Attach X"" statuses"
"8071","Buff Ice 40% (15s)","Increases Ice damage dealt by 40%, cumulable","15","-","-"
"8072","Buff Lightning 40% (15s)","Increases Lightning damage dealt by 40%, cumulable","15","-","-"
"8073","Buff Earth 40% (15s)","Increases Earth damage dealt by 40%, cumulable","15","-","-"
"8074","Buff Wind 40% (15s)","Increases Wind damage dealt by 40%, cumulable","15","-","-"
"8075","Buff Water 40% (15s)","Increases Water damage dealt by 40%, cumulable","15","-","-"
"8076","Buff Holy 40% (15s)","Increases Holy damage dealt by 40%, cumulable","15","-","-"
"8077","Buff Dark 40% (15s)","Increases Dark damage dealt by 40%, cumulable","15","-","-"
"8078","Buff Poison 40% (15s)","Increases Poison damage dealt by 40%, cumulable","15","-","-"
"8088","Buff Fire 50% (15s)","Increases Fire damage dealt by 50%, cumulable","15","-","-"
"8089","Buff Ice 50% (15s)","Increases Ice damage dealt by 50%, cumulable","15","-","-"
"8090","Buff Lightning 50% (15s)","Increases Lightning damage dealt by 50%, cumulable","15","-","-"
"8091","Buff Earth 50% (15s)","Increases Earth damage dealt by 50%, cumulable","15","-","-"
"8092","Buff Wind 50% (15s)","Increases Wind damage dealt by 50%, cumulable","15","-","-"
"8093","Buff Water 50% (15s)","Increases Water damage dealt by 50%, cumulable","15","-","-"
"8094","Buff Holy 50% (15s)","Increases Holy damage dealt by 50%, cumulable","15","-","-"
"8095","Buff Dark 50% (15s)","Increases Dark damage dealt by 50%, cumulable","15","-","-"
"8096","Buff Poison 50% (15s)","Increases Poison damage dealt by 50%, cumulable","15","-","-"
"810","Attach Earth","Replaces Attack command, increases Earth damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Earth resistance +20%","25","-","All other ""Attach X"" statuses"
"8106","Buff Fire 60% (15s)","Increases Fire damage dealt by 60%, cumulable","15","-","-"
"8107","Buff Ice 60% (15s)","Increases Ice damage dealt by 60%, cumulable","15","-","-"
"8108","Buff Lightning 60% (15s)","Increases Lightning damage dealt by 60%, cumulable","15","-","-"
"8109","Buff Earth 60% (15s)","Increases Earth damage dealt by 60%, cumulable","15","-","-"
"8110","Buff Wind 60% (15s)","Increases Wind damage dealt by 60%, cumulable","15","-","-"
"8111","Buff Water 60% (15s)","Increases Water damage dealt by 60%, cumulable","15","-","-"
"8112","Buff Holy 60% (15s)","Increases Holy damage dealt by 60%, cumulable","15","-","-"
"8113","Buff Dark 60% (15s)","Increases Dark damage dealt by 60%, cumulable","15","-","-"
"8114","Buff Poison 60% (15s)","Increases Poison damage dealt by 60%, cumulable","15","-","-"
"8124","Buff Water 40% (8s)","Increases Water damage dealt by 40%, cumulable","8","-","-"
"8125","Buff Fire 10% (5s)","Increases Fire damage dealt by 10%, cumulable","5","-","-"
"8126","Buff Ice 10% (5s)","Increases Ice damage dealt by 10%, cumulable","5","-","-"
"8127","Buff Lightning 10% (5s)","Increases Lightning damage dealt by 10%, cumulable","5","-","-"
"8128","Buff Earth 10% (5s)","Increases Earth damage dealt by 10%, cumulable","5","-","-"
"8129","Buff Wind 10% (5s)","Increases Wind damage dealt by 10%, cumulable","5","-","-"
"8130","Buff Water 10% (5s)","Increases Water damage dealt by 10%, cumulable","5","-","-"
"8131","Buff Holy 10% (5s)","Increases Holy damage dealt by 10%, cumulable","5","-","-"
"8132","Buff Dark 10% (5s)","Increases Dark damage dealt by 10%, cumulable","5","-","-"
"8133","Buff Poison 10% (5s)","Increases Poison damage dealt by 10%, cumulable","5","-","-"
"8134","Buff Fire 20% (5s)","Increases Fire damage dealt by 20%, cumulable","5","-","-"
"8135","Buff Ice 20% (5s)","Increases Ice damage dealt by 20%, cumulable","5","-","-"
"8136","Buff Lightning 20% (5s)","Increases Lightning damage dealt by 20%, cumulable","5","-","-"
"8137","Buff Earth 20% (5s)","Increases Earth damage dealt by 20%, cumulable","5","-","-"
"8138","Buff Wind 20% (5s)","Increases Wind damage dealt by 20%, cumulable","5","-","-"
"8139","Buff Water 20% (5s)","Increases Water damage dealt by 20%, cumulable","5","-","-"
"8140","Buff Holy 20% (5s)","Increases Holy damage dealt by 20%, cumulable","5","-","-"
"8141","Buff Dark 20% (5s)","Increases Dark damage dealt by 20%, cumulable","5","-","-"
"8142","Buff Poison 20% (5s)","Increases Poison damage dealt by 20%, cumulable","5","-","-"
"8143","Buff Fire 30% (5s)","Increases Fire damage dealt by 30%, cumulable","5","-","-"
"8144","Buff Ice 30% (5s)","Increases Ice damage dealt by 30%, cumulable","5","-","-"
"8145","Buff Lightning 30% (5s)","Increases Lightning damage dealt by 30%, cumulable","5","-","-"
"8146","Buff Earth 30% (5s)","Increases Earth damage dealt by 30%, cumulable","5","-","-"
"8147","Buff Wind 30% (5s)","Increases Wind damage dealt by 30%, cumulable","5","-","-"
"8148","Buff Water 30% (5s)","Increases Water damage dealt by 30%, cumulable","5","-","-"
"8149","Buff Holy 30% (5s)","Increases Holy damage dealt by 30%, cumulable","5","-","-"
"8150","Buff Dark 30% (5s)","Increases Dark damage dealt by 30%, cumulable","5","-","-"
"8151","Buff Poison 30% (5s)","Increases Poison damage dealt by 30%, cumulable","5","-","-"
"813","Attach Dark","Replaces Attack command, increases Dark damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Dark resistance +20%","25","-","All other ""Attach X"" statuses"
"816","Attach Holy","Replaces Attack command, increases Holy damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Holy resistance +20%","25","-","All other ""Attach X"" statuses"
"819","Attach Water","Replaces Attack command, increases Water damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Water resistance +20%","25","-","All other ""Attach X"" statuses"
"822","Attach Ice","Replaces Attack command, increases Ice damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Ice resistance +20%","25","-","All other ""Attach X"" statuses"
"825","Attach Poison","Replaces Attack command, increases Poison damage dealt by 50/80/120% (abilities) or 80/100/120% (Soul Breaks), Poison resistance +20%","25","-","All other ""Attach X"" statuses"
"828","Imperil Fire X%","Fire Resistance -X%, cumulable","25","-","-"
"829","Imperil Ice X%","Ice Resistance -X%, cumulable","25","-","-"
"830","Imperil Lightning X%","Lightning Resistance -X%, cumulable","25","-","-"
"831","Imperil Earth X%","Earth Resistance -X%, cumulable","25","-","-"
"832","Imperil Wind X%","Wind Resistance -X%, cumulable","25","-","-"
"833","Imperil Water X%","Water Resistance -X%, cumulable","25","-","-"
"834","Imperil Holy X%","Holy Resistance -X%, cumulable","25","-","-"
"835","Imperil Dark X%","Dark Resistance -X%, cumulable","25","-","-"
"836","Imperil Poison X%","Poison Resistance -X%, cumulable","25","-","-"
"837","Imperil Holy 10% (15s)","Holy Resistance -10%, cumulable","15","-","-"
"838","Imperil Dark 10% (15s)","Dark Resistance -10%, cumulable","15","-","-"
"839","Imperil Fire 10% (15s)","Fire Resistance -10%, cumulable","15","-","-"
"840","Imperil Wind 10% (15s)","Wind Resistance -10%, cumulable","15","-","-"
"841","Imperil Lightning 10% (15s)","Lightning Resistance -10%, cumulable","15","-","-"
"8411001","Fire Blink 1","Reduces the damage of the next attack that deals Fire damage to 0","-","-","-"
"8411011","Ice Blink 1","Reduces the damage of the next attack that deals Ice damage to 0","-","-","-"
"8411021","Lightning Blink 1","Reduces the damage of the next attack that deals Lightning damage to 0","-","-","-"
"8411031","Earth Blink 1","Reduces the damage of the next attack that deals Earth damage to 0","-","-","-"
"8411041","Wind Blink 1","Reduces the damage of the next attack that deals Wind damage to 0","-","-","-"
"8411051","Water Blink 1","Reduces the damage of the next attack that deals Water damage to 0","-","-","-"
"8411061","Holy Blink 1","Reduces the damage of the next attack that deals Holy damage to 0","-","-","-"
"8411071","Dark Blink 1","Reduces the damage of the next attack that deals Dark damage to 0","-","-","-"
"8411081","Poison Blink 1","Reduces the damage of the next attack that deals Poison damage to 0","-","-","-"
"842","Imperil Water 10% (15s)","Water Resistance -10%, cumulable","15","-","-"
"8421001","Resist Fire 20% (25s)","Fire Resistance +20%, cumulable","25","-","-"
"8421011","Resist Ice 20% (25s)","Ice Resistance +20%, cumulable","25","-","-"
"8421021","Resist Lightning 20% (25s)","Lightning Resistance +20%, cumulable","25","-","-"
"8421031","Resist Earth 20% (25s)","Earth Resistance +20%, cumulable","25","-","-"
"8421041","Resist Wind 20% (25s)","Wind Resistance +20%, cumulable","25","-","-"
"8421051","Resist Water 20% (25s)","Water Resistance +20%, cumulable","25","-","-"
"8421061","Resist Holy 20% (25s)","Holy Resistance +20%, cumulable","25","-","-"
"8421071","Resist Dark 20% (25s)","Dark Resistance +20%, cumulable","25","-","-"
"8421072","Resist Dark 20% (15s)","Dark Resistance +20%, cumulable","15","-","-"
"8421073","Resist Dark 20% (5s)","Dark Resistance +20%, cumulable","5","-","-"
"8421081","Resist Poison 20% (25s)","Poison Resistance +20%, cumulable","25","-","-"
"843","Imperil Ice 10% (15s)","Ice Resistance -10%, cumulable","15","-","-"
"8431001","Resist Fire 10% (15s)","Fire Resistance +10%, cumulable","15","-","-"
"8431011","Resist Ice 10% (15s)","Ice Resistance +10%, cumulable","15","-","-"
